CUSTOMER_NUMBER;CUSTOMER_GROUP; ;TRAY020;TRAY030;TRAY010010;TRAY010030;TRAY010040;TRAY010050;TRAY010060;TRAY010070;TRAY010080;TRAY010090;TRAY010110;TRAY010120;TRAY010020010;TRAY010020020;TRAY010100010;TRAY010100020;TRBD010;TRBD030;TRBD060;TRBD070;TRBD080;TRBD090;TRBD100;TRBD020010;TRBD020020;TRBD020030;TRBD020040;TRBD020050;TRBD020060;TRBD040010;TRBD040020;TRBD050010;TRBD050020;TRBD050030;TRDY010010;TRDY010020;TRDY010030;TRDY010040;TRDY010050;TRDY010060;TRDY010080;TRDY010100;TRDY010110;TRDY010120;TRDY010130;TRDY010140;TRDY010150;TRDY010160;TRDY010170;TRDY010180;TRDY010190;TRDY010200;TRDY010210;TRDY010220;TRDY020010;TRDY020020;TRDY020030;TREK010;TREK020;TREK030;TREK040;TRIT010;TRIT020;TRIT030;TRIT040;TRIT060;TRKD010010;TRKD010020;TRKD010030;TRKD020010;TRKD020020;TRKD020030;TRKD020040;TRKD020050;TRKD020060;TRKD030010;TRKD030020;TRKD030030;TRKD030040;TRKD030050;TRKD030060;TRKD030070;TRKD030080;TRKD030090;TRKD030100;TRKD030110;TRKD030120;TRKD040010;TRKD040020;TRKD040030;TRKD040040;TRKD040050;TRKD040060;TRKD040070;TRKD040080;TRKD050010;TRKD050020;TRKD050040;TRKD050050;TRKD050060;TRKD050070;TRKD050080;TRKD050090;TRKD060010;TRKD060020;TRKD060030;TRKD060040;TRKD060050;TRKD060060;TRKD060070;TRKD070010;TRKD070020;TRKD050030010;TRKD050030020;TRKD050030030;TRKD050030040;TRKD050030050;TRKD050030060;TRKD050030070;TRKD050030080;TRKD050030090;TRKD050030100;TRKD050030110;TRKD050030120;TRKD050030130;TRKK010;TRKK020;TRKK030;TRKK040;TRKK050;TRKK060;TRKY020;TRKY010010;TRKY010030;TRKY010040;TRKY010050;TRKY010060;TRKY010070;TRKY030010;TRKY030020;TRKY030070;TRKY030080;TRKY030090;TRMD020;TRMD130;TRMD010010;TRMD010020;TRMD040010;TRMD040020;TRMD040030;TRMD040040;TRMD040050;TRMD040060;TRMD040070;TRMD040080;TRMD060010;TRMD060020;TRMD060030;TRMD060040;TRMD060050;TRMD070010;TRMD070020;TRMD070040;TRMD070050;TRMD070060;TRMD070070;TRMD070080;TRMD070090;TRMD070100;TRMD070140;TRMD070160;TRMD070170;TRMD070180;TRMD070190;TRMD070200;TRMD070210;TRMD070220;TRMD070230;TRMD070240;TRMD070250;TRMD070270;TRMD070280;TRMD070300;TRMD070310;TRMD070340;TRMD070350;TRMD070360;TRMD070370;TRMD070380;TRMD070390;TRMD070400;TRMD070410;TRMD070420;TRMD080010;TRMD080020;TRMD080030;TRMD080050;TRMD080070;TRMD090010;TRMD100010;TRMD100020;TRMD100030;TRMD100040;TRMD110010;TRMD110020;TRMD110030;TRMD120010;TRMD120020;TRMD140010;TRMD140020;TRMD140030;TRMD140040;TRMD140050;TRMD030010010;TRMD030010020;TRMD030010030;TRMD030010040;TRMD030010050;TRMD030010060;TRMD030020020;TRMD030020030;TRMD030020040;TRMD070030010;TRMD070030020;TRMD070150010;TRMD070150020;TRMD070320010;TRMD070320020;TRMD090020010;TRMD090020020;TRMD090020030;TRMK010;TRMK020;TRMU010;TRMU020;TRMU030;TRMU050;TRMU060;TRMU070;TRMU090;TRMU100;TRMU110;TRMU120;TRMU130;TRMU150;TRMU160;TRMU170;TRMU180;TRMU190;TRMU040010;TRMU040020;TRMU080010;TRMU080020;TRMU080030;TRMU080040;TRMU080050;TRMU080070;TRMU080090;TRMU080120;TRMU080130;TRMU140010;TRMU140020;TRMU140030;TRMU140040;TROF010;TROF030;TROF040;TROF050;TROG020;TROG040;TROG060;TROG070;TROG010010;TROG010020;TROG010030;TROG010040;TROG010050;TROG010060;TROG010070;TROG050020;TROG050030;TRVS020;TRVS030;TRVS040;TRVS050;TRVS060;TRVS080;TRVS010010;TRVS010020;TRVS070010;TRVS070020010;TRVS070020020;TRVS070020030;TRVS070020040;TRVS070020050;TRVS070020060;TRVS070020070
C16839956;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0423065;0;0;0;0;0;0;0;0;0;0;0;0,0316753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6193081;0;0;0;0;0,1114878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1913193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0039030;0;0
C16803422;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C16800984;SC2;;0;0;0;0;0;0,0012230;0;0;0;0,0098092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0287347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0026593;0;0;0;0;0;0;0;0;0;0,0068721;0;0;0;0;0;0;0;0;0;0;0;0;0,0094978;0;0;0;0;0;0,0404862;0;0;0;0;0;0;0;0;0;0;0,0412647;0;0;0;0;0;0;0;0,0037388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0396487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0132717;0;0;0;0,0062514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0035525;0,0547246;0;0,0568728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0361501;0,1738818;0,1157651;0;0;0,3174235;0;0;0;0;0;0;0;0;0;0;0,0040246;0;0;0;0;0;0;0;0;0;0;0;0,0341477;0;0;0;0;0;0;0;0
C17027712;SC2;;0;0;0;0;0;0;0;0;0,0004553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0008935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0001131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0018845;0;0;0;0;0,0050152;0;0;0;0;0,0307724;0;0;0;0,0166497;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0027587;0,0000585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0006001;0;0;0,0137159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0003418;0,0417633;0;0;0;0,0089712;0;0;0;0;0,0079994;0;0,0180920;0,0302201;0;0;0;0;0,1857858;0;0;0;0;0;0;0;0;0;0;0,0033871;0;0,0037562;0,0200103;0;0,0103606;0;0,0215785;0,0070879;0,0041460;0,1064966;0;0;0;0;0,0970802;0;0;0;0,0129264;0;0,0384939;0,0475663;0;0;0;0;0;0;0,0289977;0;0,1491791;0,0478531;0;0;0;0;0;0;0;0;0;0,0007886;0;0;0;0,0118183;0;0;0;0;0;0;0;0;0,0014156;0,0049412;0,0007694;0;0;0;0;0;0;0;0,0144515;0,0008047
C17084150;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0245673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1578044;0;0;0;0;0;0;0;0;0;0;0,0270089;0,2286628;0;0;0;0;0,3607527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1482305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0529734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17132942;SC2;;0;0;0;0;0;0,0082295;0;0;0;0,0514304;0;0;0;0;0,1232838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1214328;0,1923082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0437501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3207826;0;0;0;0;0;0;0;0;0;0;0;0,0079864;0,1307961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17024216;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3177734;0;0;0;0;0;0;0;0;0;0;0,6822266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17131126;SC3;;0,0239048;0;0,0053294;0;0;0,0046160;0;0;0,0114718;0,0137971;0;0;0;0;0;0,0057604;0;0;0;0;0;0;0;0;0;0,0409713;0,1990261;0,0203470;0,0637518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0149364;0;0;0;0;0;0,1688489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0239728;0;0;0;0;0;0;0;0;0;0;0;0,0799328;0,1003451;0;0;0;0;0;0;0;0;0;0;0,0990085;0,1239798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17130580;SC1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0911097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9088903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C16825888;SC6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1456814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2010516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0889837;0;0;0;0;0;0;0;0;0;0;0;0,1943367;0;0;0;0;0,1996509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1702957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17030700;SC2;;0;0;0,0541464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0000445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0023126;0;0,0004921;0;0;0;0;0;0;0;0;0;0,1064658;0;0;0;0;0;0,2118725;0;0;0;0;0;0;0;0;0;0;0,0161998;0,0265904;0;0;0,0008601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1754290;0;0;0;0;0,2636702;0;0;0;0;0;0;0;0;0;0;0;0;0,0005467;0;0;0;0;0,0276802;0,0156056;0,0095234;0;0;0;0;0;0;0;0;0;0,0184830;0,0063269;0;0;0;0;0;0;0;0;0;0;0;0,0637508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17092062;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8579557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1420443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C16727760;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0724833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2813472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6461695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17023234;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2807115;0;0;0;0;0;0;0;0;0,3204574;0;0;0,2813386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1174925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17077618;SC2;;0;0;0;0;0;0,0007793;0;0;0;0,0095487;0;0;0;0;0,0253376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0163642;0;0;0;0;0;0,0001991;0,1288768;0;0;0,0048666;0;0;0;0;0;0;0;0;0;0,0050433;0;0;0;0;0,0097791;0,0017022;0;0;0;0,0850367;0;0,2627786;0;0;0;0,1095751;0,0868331;0;0;0,0050597;0;0;0;0;0;0;0,0009132;0,0262549;0,0047869;0,0024439;0;0;0,0056389;0;0;0;0;0;0;0,0123545;0;0;0;0;0;0,0022545;0;0;0;0,0014858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0033186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0007575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0009772;0;0,0032269;0;0;0;0;0,0262978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0109881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1245967;0;0;0;0;0;0;0;0;0,0219245;0
C16840418;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0007962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1752047;0;0;0;0,0145744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0208841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0521168;0;0;0;0;0;0,0025983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0160213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0001557;0;0,0202763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0267013;0;0;0;0;0,0010220;0;0;0;0;0,0029697;0,5191180;0;0,0038403;0;0;0;0;0,1418715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0018494;0;0;0;0;0;0;0;0
C17129908;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0112079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0699887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253799;0;0,0329257;0;0;0;0,0213414;0;0;0;0;0,0016307;0;0;0,6333723;0;0;0;0;0;0;0;0;0;0,0001761;0;0;0;0;0;0;0;0,0037152;0;0;0;0;0;0;0;0,1541345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0052806;0;0;0;0;0;0;0,0408471;0
C17134450;SC2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2507148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7492852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
